"Variable","Response","Count","Percent_of_Valid","Percent_of_Total","N_Valid","N_Missing","Percent_Missing"
"id","234",1,1.2,1.2,80,0,0
"id","235",1,1.2,1.2,80,0,0
"id","237",1,1.2,1.2,80,0,0
"id","238",1,1.2,1.2,80,0,0
"id","239",1,1.2,1.2,80,0,0
"id","240",1,1.2,1.2,80,0,0
"id","241",1,1.2,1.2,80,0,0
"id","242",1,1.2,1.2,80,0,0
"id","243",1,1.2,1.2,80,0,0
"id","244",1,1.2,1.2,80,0,0
"id","245",1,1.2,1.2,80,0,0
"id","246",1,1.2,1.2,80,0,0
"id","247",1,1.2,1.2,80,0,0
"id","248",1,1.2,1.2,80,0,0
"id","249",1,1.2,1.2,80,0,0
"id","250",1,1.2,1.2,80,0,0
"id","251",1,1.2,1.2,80,0,0
"id","252",1,1.2,1.2,80,0,0
"id","253",1,1.2,1.2,80,0,0
"id","254",1,1.2,1.2,80,0,0
"id","255",1,1.2,1.2,80,0,0
"id","256",1,1.2,1.2,80,0,0
"id","257",1,1.2,1.2,80,0,0
"id","258",1,1.2,1.2,80,0,0
"id","259",1,1.2,1.2,80,0,0
"id","260",1,1.2,1.2,80,0,0
"id","261",1,1.2,1.2,80,0,0
"id","262",1,1.2,1.2,80,0,0
"id","263",1,1.2,1.2,80,0,0
"id","264",1,1.2,1.2,80,0,0
"id","266",1,1.2,1.2,80,0,0
"id","267",1,1.2,1.2,80,0,0
"id","268",1,1.2,1.2,80,0,0
"id","269",1,1.2,1.2,80,0,0
"id","270",1,1.2,1.2,80,0,0
"id","271",1,1.2,1.2,80,0,0
"id","272",1,1.2,1.2,80,0,0
"id","273",1,1.2,1.2,80,0,0
"id","274",1,1.2,1.2,80,0,0
"id","275",1,1.2,1.2,80,0,0
"id","276",1,1.2,1.2,80,0,0
"id","277",1,1.2,1.2,80,0,0
"id","278",1,1.2,1.2,80,0,0
"id","279",1,1.2,1.2,80,0,0
"id","280",1,1.2,1.2,80,0,0
"id","281",1,1.2,1.2,80,0,0
"id","282",1,1.2,1.2,80,0,0
"id","283",1,1.2,1.2,80,0,0
"id","284",1,1.2,1.2,80,0,0
"id","285",1,1.2,1.2,80,0,0
"id","286",1,1.2,1.2,80,0,0
"id","287",1,1.2,1.2,80,0,0
"id","288",1,1.2,1.2,80,0,0
"id","289",1,1.2,1.2,80,0,0
"id","290",1,1.2,1.2,80,0,0
"id","291",1,1.2,1.2,80,0,0
"id","292",1,1.2,1.2,80,0,0
"id","294",1,1.2,1.2,80,0,0
"id","296",1,1.2,1.2,80,0,0
"id","297",1,1.2,1.2,80,0,0
"id","298",1,1.2,1.2,80,0,0
"id","300",1,1.2,1.2,80,0,0
"id","301",1,1.2,1.2,80,0,0
"id","302",1,1.2,1.2,80,0,0
"id","304",1,1.2,1.2,80,0,0
"id","305",1,1.2,1.2,80,0,0
"id","306",1,1.2,1.2,80,0,0
"id","307",1,1.2,1.2,80,0,0
"id","308",1,1.2,1.2,80,0,0
"id","309",1,1.2,1.2,80,0,0
"id","311",1,1.2,1.2,80,0,0
"id","312",1,1.2,1.2,80,0,0
"id","313",1,1.2,1.2,80,0,0
"id","314",1,1.2,1.2,80,0,0
"id","317",1,1.2,1.2,80,0,0
"id","318",1,1.2,1.2,80,0,0
